Brand,Cpu Brand,Processor Brand,Operating System,Display INCH,RAM Size GB,RAM Type,SSD GB,HDD GB,EMMC GB,MRP,Touchscreen
Lenovo,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,73490,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR5,1000,0,0,194990,0
MSI,Intel Core i7,Intel,Windows,15.6,16,DDR4,256,1000,0,99990,0
HP,Intel Core i5,Intel,Windows,14.0,16,DDR4,512,0,0,66700,0
DELL,Intel Core i5,Intel,Windows,15.6,8,DDR4,256,1000,0,68990,0
DELL,Other Intel Processor,Intel,Windows,17.3,32,DDR4,1000,0,0,434830,0
Lenovo,Intel Core i3,Intel,Windows,14.0,8,DDR4,256,0,0,36990,0
Lenovo,Intel Core i3,Intel,Windows,15.6,8,DDR4,512,0,0,39990,0
ALIENWARE,Other Intel Processor,Intel,Windows,15.6,32,DDR4,1000,0,0,345390,0
HP,Intel Core i7,Intel,Windows,15.6,16,DDR4,512,0,0,105822,0
RedmiBook,Intel Core i5,Intel,Windows,15.6,8,DDR4,512,0,0,39990,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR5,1000,0,0,196990,0
Lenovo,Other Intel Processor,Intel,Chrome,11.6,4,LPDDR4X,0,0,128,28490,1
Lenovo,Intel Core i5,Intel,Windows,15.6,16,DDR4,512,0,0,66990,0
acer,Intel Core i5,Intel,Windows,15.6,8,DDR4,512,0,0,86999,0
ASUS,Intel Core i3,Intel,Windows,15.6,8,DDR4,256,0,0,36990,0
Lenovo,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,38705,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR4,1000,0,0,85990,0
Lenovo,Other Intel Processor,Intel,Windows,11.6,4,DDR4,256,0,0,23250,0
DELL,Intel Core i3,Intel,Windows,14.0,8,DDR4,256,0,0,42390,0
Lenovo,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,35590,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR4,1000,0,0,150990,0
Lenovo,Intel Core i5,Intel,Windows,14.0,8,DDR4,512,0,0,58990,0
ASUS,Intel Core i7,Intel,Windows,15.6,16,DDR4,1000,0,0,110990,1
acer,Intel Core i5,Intel,Windows,15.6,8,DDR4,128,1000,0,74590,0
DELL,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,71990,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR5,1000,0,0,194990,0
Lenovo,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,44990,0
Lenovo,Intel Core i5,Intel,Windows,14.0,16,DDR4,512,0,0,84990,1
ASUS,AMD Processor,AMD,Windows,13.3,16,LPDDR5,1000,0,0,119990,1
Lenovo,Intel Core i3,Intel,Windows,14.0,8,DDR4,256,0,0,36990,0
Lenovo,Intel Core i3,Intel,Windows,15.6,8,DDR4,512,0,0,39990,0
MSI,Intel Core i7,Intel,Windows,15.6,32,DDR4,1000,0,0,214990,0
MSI,Intel Core i3,Intel,Windows,14.0,8,DDR4,512,0,0,48790,0
DELL,AMD Processor,AMD,Windows,16.0,16,DDR4,512,0,0,76000,0
ASUS,AMD Processor,AMD,Windows,13.4,32,LPDDR4X,1000,0,0,224990,1
RedmiBook,Intel Core i5,Intel,Windows,15.6,8,DDR4,512,0,0,39990,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR5,1000,0,0,196990,0
Infinix,Intel Core i3,Intel,Windows,15.6,8,LPDDR4X,512,0,0,49990,0
ASUS,Intel Core i7,Intel,Windows,13.4,16,LPDDR5,512,0,0,164990,1
Lenovo,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,38705,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR4,1000,0,0,85990,0
HP,AMD Processor,AMD,Windows,15.6,8,DDR4,256,0,0,31490,0
DELL,Intel Core i3,Intel,Windows,15.6,8,DDR4,512,0,0,48077,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR4,1000,0,0,154990,0
ASUS,Intel Core i7,Intel,Windows,15.6,32,DDR4,1000,0,0,224990,1
Lenovo,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,35590,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR4,1000,0,0,150990,0
ASUS,Intel Core i5,Intel,Windows,15.6,8,DDR4,0,1000,0,44990,0
ASUS,Intel Core i5,Intel,Windows,15.6,8,DDR4,512,0,0,65990,0
Lenovo,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,73490,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR5,1000,0,0,194990,0
ASUS,Intel Core i3,Intel,Windows,14.1,8,DDR4,0,1000,0,31990,0
Lenovo,Intel Core i3,Intel,Windows,14.0,8,DDR4,256,0,0,38980,0
HP,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,68990,0
DELL,Intel Core i3,Intel,Windows,15.6,8,DDR4,256,0,0,43090,0
Lenovo,Intel Core i3,Intel,Windows,15.6,8,DDR4,512,0,0,39990,0
RedmiBook,Intel Core i5,Intel,Windows,15.6,8,DDR4,512,0,0,39990,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR4,1000,0,0,154990,0
ASUS,Intel Core i5,Intel,Windows,15.6,8,DDR4,512,0,0,65990,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR5,1000,0,0,196990,0
Lenovo,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,38705,0
DELL,Intel Core i3,Intel,Windows,15.6,8,DDR4,512,0,0,49348,0
DELL,Intel Core i7,Intel,Windows,15.6,16,DDR5,512,0,0,221774,0
Lenovo,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,73990,0
DELL,AMD Processor,AMD,Windows,16.0,16,DDR4,512,0,0,77990,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR4,1000,0,0,85990,0
Lenovo,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,35590,0
ALIENWARE,Intel Core i7,Intel,Windows,15.6,16,DDR4,1000,0,0,214790,0
ALIENWARE,Intel Core i7,Intel,Windows,15.6,16,DDR4,512,0,0,199990,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR4,1000,0,0,150990,0
Lenovo,Intel Core i3,Intel,Windows,14.0,8,DDR4,256,0,0,36990,0
DELL,Intel Core i3,Intel,Windows,15.6,8,DDR4,512,0,0,48077,0
DELL,AMD Processor,AMD,Windows,14.0,8,DDR4,512,0,0,52414,0
ASUS,Intel Core i7,Intel,Windows,16.0,16,DDR5,1000,0,0,179990,0
ASUS,Other Intel Processor,Intel,Chrome,14.0,4,LPDDR4,0,0,64,25990,1
Lenovo,Intel Core i3,Intel,Windows,14.0,8,DDR4,256,0,0,36990,0
Lenovo,Intel Core i3,Intel,Windows,15.6,8,DDR4,512,0,0,39990,0
DELL,Intel Core i5,Intel,Windows,14.0,16,DDR4,512,0,0,80615,1
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR5,1000,0,0,155990,0
RedmiBook,Intel Core i5,Intel,Windows,15.6,8,DDR4,512,0,0,39990,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR5,1000,0,0,196990,0
Infinix,Intel Core i7,Intel,Windows,14.0,16,LPDDR4X,512,0,0,49990,0
Lenovo,Intel Core i7,Intel,Windows,16.0,16,DDR4,1000,0,0,157990,0
ASUS,Intel Core i5,Intel,Windows,15.6,16,DDR5,512,0,0,92990,0
ASUS,AMD Processor,AMD,Windows,16.0,16,DDR5,1000,0,0,171990,1
Lenovo,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,38705,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR4,1000,0,0,85990,0
ASUS,Intel Core i5,Intel,Windows,15.6,8,DDR4,0,1000,0,44990,0
ASUS,AMD Processor,AMD,Windows,13.4,16,LPDDR5,1000,0,0,151990,1
Lenovo,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,35590,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR4,1000,0,0,150990,0
ASUS,Intel Core i7,Intel,Windows,14.0,16,LPDDR3,2000,0,0,233990,0
DELL,Intel Core i5,Intel,Windows,13.3,16,DDR5,512,0,0,76590,0
HP,AMD Processor,AMD,Windows,15.6,16,DDR4,512,0,0,90000,0
ASUS,Other Intel Processor,Intel,Chrome,11.6,4,LPDDR4,0,0,64,23490,1
Lenovo,AMD Processor,AMD,Windows,15.6,8,DDR4,512,0,0,73490,0
ASUS,AMD Processor,AMD,Windows,15.6,16,DDR5,1000,0,0,194990,0
ASUS,Intel Core i7,Intel,Windows,14.0,16,LPDDR5,512,0,0,125990,1
Lenovo,Intel Core i5,Intel,Windows,15.6,8,DDR4,256,1000,0,50990,0
